CODIGO_DE_LA_INSTITUCION,IES_PADRE,INSTITUCION_DE_EDUCACION_SUPERIOR_IES,PRINCIPAL_O_SECCIONAL,ID_SECTOR_IES,SECTOR_IES,ID_CARACTER,CARACTER_IES,CODIGO_DEL_DEPARTAMENTO_IES,DEPARTAMENTO_DE_DOMICILIO_DE_LA_IES,CODIGO_DEL_MUNICIPIO_IES,MUNICIPIO_DE_DOMICILIO_DE_LA_IES,CODIGO_SNIES_PROGRAMA,PROGRAMA_ACADEMICO,ID_NIVEL_ACADEMICO,NIVEL_ACADEMICO,ID_NIVEL_DE_FORMACION,NIVEL_DE_FORMACION,ID_METODOLOGIA,METODOLOGIA,ID_AREA_DE_CONOCIMIENTO,AREA_DE_CONOCIMIENTO,ID_NUCLEO,NUCLEO_BASICO_DEL_CONOCIMIENTO_NBC,ID_CINE_CAMPO_AMPLIO,DESC_CINE_CAMPO_AMPLIO,ID_CINE_CAMPO_ESPECIFICO,DESC_CINE_CAMPO_ESPECIFICO,ID_CINE_CODIGO_DETALLADO,DESC_CINE_CODIGO_DETALLADO,CODIGO_DEL_DEPARTAMENTO_PROGRAMA,DEPARTAMENTO_DE_OFERTA_DEL_PROGRAMA,CODIGO_DEL_MUNICIPIO_PROGRAMA,MUNICIPIO_DE_OFERTA_DEL_PROGRAMA,ID_SEXO,SEXO,ANO,SEMESTRE,PRIMER_CURSO
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,INGENIERIA AGRONOMICA,1,PREGRADO,6,Universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",824,"Ingeniería agronómica, pecuaria y afines",8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,62
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,INGENIERIA AGRONOMICA,1,PREGRADO,6,Universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",824,"Ingeniería agronómica, pecuaria y afines",8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,49
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,INGENIERIA AGRONOMICA,1,PREGRADO,6,Universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",824,"Ingeniería agronómica, pecuaria y afines",8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,23
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,INGENIERIA AGRONOMICA,1,PREGRADO,6,Universitaria,1,Presencial,8,"Ingeniería, arquitectura, urbanismo y afines",824,"Ingeniería agronómica, pecuaria y afines",8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,37
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,MEDICINA VETERINARIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",13,Medicina veterinaria,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",84,Veterinaria,841,Veterinaria,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,16
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,MEDICINA VETERINARIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",13,Medicina veterinaria,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",84,Veterinaria,841,Veterinaria,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,20
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,MEDICINA VETERINARIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",13,Medicina veterinaria,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",84,Veterinaria,841,Veterinaria,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,32
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,MEDICINA VETERINARIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",13,Medicina veterinaria,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",84,Veterinaria,841,Veterinaria,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,28
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",3,ZOOTECNIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,20
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",3,ZOOTECNIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,32
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",3,ZOOTECNIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,37
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",3,ZOOTECNIA,1,PREGRADO,6,Universitaria,1,Presencial,1,"Agronomía, veterinaria y afines",12,Zootecnia,8,"Agropecuario, Silvicultura, Pesca y Veterinaria",81,Agropecuario,811,Producción agrícola y ganadera,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,28
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",4,DISEÑO GRAFICO,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,219,Artes no clasificadas en otra parte,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,22
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",4,DISEÑO GRAFICO,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,219,Artes no clasificadas en otra parte,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,11
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",4,DISEÑO GRAFICO,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,219,Artes no clasificadas en otra parte,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,16
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",4,DISEÑO GRAFICO,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,219,Artes no clasificadas en otra parte,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,22
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",5,DISEÑO INDUSTRIAL,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,212,"Diseño industrial, de moda e interiores",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,30
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",5,DISEÑO INDUSTRIAL,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,212,"Diseño industrial, de moda e interiores",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,28
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",5,DISEÑO INDUSTRIAL,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,212,"Diseño industrial, de moda e interiores",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,15
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",5,DISEÑO INDUSTRIAL,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,27,Diseño,2,Arte y Humanidades,21,Artes,212,"Diseño industrial, de moda e interiores",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,23
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",6,CINE Y TELEVISION,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",2,Arte y Humanidades,21,Artes,211,Técnicas audiovisuales y producción para medios de comunicación,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,19
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",6,CINE Y TELEVISION,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",2,Arte y Humanidades,21,Artes,211,Técnicas audiovisuales y producción para medios de comunicación,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,20
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",6,CINE Y TELEVISION,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",2,Arte y Humanidades,21,Artes,211,Técnicas audiovisuales y producción para medios de comunicación,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,7
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",6,CINE Y TELEVISION,1,PREGRADO,6,Universitaria,1,Presencial,2,Bellas artes,24,"Artes plásticas, visuales y afines",2,Arte y Humanidades,21,Artes,211,Técnicas audiovisuales y producción para medios de comunicación,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,12
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",7,ENFERMERIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,441,Enfermería,9,Salud y Bienestar,91,Salud,913,Enfermería y partería,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,33
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",7,ENFERMERIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,441,Enfermería,9,Salud y Bienestar,91,Salud,913,Enfermería y partería,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,29
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",7,ENFERMERIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,441,Enfermería,9,Salud y Bienestar,91,Salud,913,Enfermería y partería,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,38
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",7,ENFERMERIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,441,Enfermería,9,Salud y Bienestar,91,Salud,913,Enfermería y partería,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,66
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",8,FISIOTERAPIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,1
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",8,FISIOTERAPIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,24
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",8,FISIOTERAPIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,1
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",8,FISIOTERAPIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,24
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,71
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,68
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,49
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",9,MEDICINA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,445,Medicina,9,Salud y Bienestar,91,Salud,912,Medicina,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,57
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,21
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,19
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,28
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",10,NUTRICION Y DIETETICA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,446,Nutrición y dietética,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,27
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,39
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,29
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,43
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",11,ODONTOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,447,Odontología,9,Salud y Bienestar,91,Salud,911,Odontología y estudios dentales,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,52
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",12,TERAPIA OCUPACIONAL,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,18
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",12,TERAPIA OCUPACIONAL,1,PREGRADO,6,Universitaria,1,Presencial,4,Ciencias de la salud,442,Terapias,9,Salud y Bienestar,91,Salud,915,"Fisioterapia, Fonoaudiología, Terapia ocupacional, Nutrición y afines",11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,30
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",13,ANTROPOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,553,Antropología y  artes liberales,2,Arte y Humanidades,22,Humanidades (Excepto idiomas),222,Historia y arqueología,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,24
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",13,ANTROPOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,553,Antropología y  artes liberales,2,Arte y Humanidades,22,Humanidades (Excepto idiomas),222,Historia y arqueología,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,23
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",13,ANTROPOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,553,Antropología y  artes liberales,2,Arte y Humanidades,22,Humanidades (Excepto idiomas),222,Historia y arqueología,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,20
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",13,ANTROPOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,553,Antropología y  artes liberales,2,Arte y Humanidades,22,Humanidades (Excepto idiomas),222,Historia y arqueología,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,16
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",14,PSICOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,566,Psicología,3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,313,Psicología,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,36
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",14,PSICOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,566,Psicología,3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,313,Psicología,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,42
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",14,PSICOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,566,Psicología,3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,313,Psicología,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,38
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",14,PSICOLOGIA,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,566,Psicología,3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,313,Psicología,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,29
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",15,TRABAJO SOCIAL,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,569,"Sociología, trabajo social y afines",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,315,Trabajo social,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,1,16
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",15,TRABAJO SOCIAL,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,569,"Sociología, trabajo social y afines",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,315,Trabajo social,11,Bogotá D.C.,11001,"Bogotá, D.C.",1,Hombre,2020,2,10
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",15,TRABAJO SOCIAL,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,569,"Sociología, trabajo social y afines",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,315,Trabajo social,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,1,35
1101,1101,UNIVERSIDAD NACIONAL DE COLOMBIA,Principal,1,OFICIAL,4,Universidad,11,Bogotá D.C.,11001,"Bogotá, D.C.",15,TRABAJO SOCIAL,1,PREGRADO,6,Universitaria,1,Presencial,5,Ciencias sociales y humanas,569,"Sociología, trabajo social y afines",3,"Ciencias Sociales, Periodismo e Información",31,Ciencias sociales y del comportamiento,315,Trabajo social,11,Bogotá D.C.,11001,"Bogotá, D.C.",2,Mujer,2020,2,37
